Claim Number,Claim Amount,Close Amount,Disposition
OFMIS9SFBQ,162.38,0.0,Deny
1ILZUW4HDG,16000.0,0.0,Deny
L8CK4CU59Z,775.29,0.0,Deny
JNLT5SK17H,3000.0,0.0,Deny
TMG8THNJ9N,632.74,0.0,Deny
X790EVKGUM,15.0,15.0,Approve in Full
II7CS9HW3L,110.0,0.0,Deny
SF1636GVUW,10.69,0.0,Deny
GXFWC95I72,389.97,195.0,Settle
BVMTC48TTH,16.94,16.94,Approve in Full
IDS8SMS6IX,450.0,0.0,Deny
G4GW84Q6DA,400.0,0.0,Deny
91F1FKCHJP,100.0,0.0,Deny
5K4A3OTQMX,13.7,0.0,Deny
UYM15MM0TF,1359.0,723.67,Settle
OL2Z8SVI4K,125.9,0.0,Deny
NQYJ9125FH,29.0,29.0,Approve in Full
1TTWBDE87Z,25.0,25.0,Approve in Full
SHA8HE20W0,184.0,0.0,Deny
1XYNOGN1BO,127.53,0.0,Deny
W8QYVG62PM,30.0,0.0,Deny
C6WVQE75XN,1093.48,0.0,Deny
D9H0P60GIH,100.0,50.0,Settle
S8VGUZ9OUP,14.9,14.9,Approve in Full
6JM7QZJHDI,27.0,0.0,Deny
II7OU9930U,210.0,50.0,Settle
YS482EFF5N,303.18,121.5,Settle
ZPPVYLGRC1,250.0,0.0,Deny
GY2GWY3NWA,408.23,408.23,Approve in Full
RJYSJ0N3DB,30.0,0.0,Deny
0XQEIGJTIZ,1338.17,1338.17,Approve in Full
Q7CBDJUC99,1800.0,0.0,Deny
UFQ8JQ56K9,160.0,80.0,Settle
NDZBG2HL8U,15.9,15.9,Approve in Full
DPHKOVS873,175.0,175.0,Approve in Full
5S2QZ3WT7E,50.0,50.0,Approve in Full
FT8WPV7PJB,300.0,300.0,Approve in Full
JCABZ3DRF9,13.64,13.64,Approve in Full
UFW7HXJYVU,20.0,20.0,Approve in Full
4XFUAF0WBL,1000.0,0.0,Deny
C69OU2WWQG,79.99,79.99,Approve in Full
WPITZRDKEO,431.92,0.0,Deny
FZSRF3C7JS,116.97,0.0,Deny
JQ9UN1GXGB,1500.0,0.0,Deny
0RTLYFYTUM,14.97,14.97,Approve in Full
CNFSS878MP,113.16,0.0,Deny
9DY5W6HUCH,1700.0,0.0,Deny
HO64RHTAZ6,35.0,0.0,Deny
VJULIRSEOO,319.2,0.0,Deny
9NOYYRABP6,199.94,99.97,Settle
26BONGF73T,45.0,45.0,Approve in Full
J40M1KUNZZ,270.0,0.0,Deny
R7FCMF406X,665.56,0.0,Deny
NUD01CSI0F,500.0,500.0,Approve in Full
PHCRIT34NZ,28.0,28.0,Approve in Full
D4YD4OQUFY,476.5,0.0,Deny
3IND8FFF0D,160.0,72.0,Settle
1OT8FE82TV,465.67,405.57,Settle
464TQUAGSU,53.0,43.43,Settle
YN7LOQUJ4V,500.0,500.0,Deny
CIYM138QNE,10.97,10.97,Approve in Full
3POP7XER1H,400.0,125.15,Settle
JS9A1YYVXW,122.99,61.5,Settle
LKOFDKDZHA,477.71,127.0,Settle
RL0PW2WZFB,200.0,0.0,Deny
O7O9020PYA,164.3,164.3,Approve in Full
2AFOJE8C2U,212.33,0.0,Deny
XQTGOOT28U,119.0,0.0,Deny
SB3IF9E419,157.98,157.98,Approve in Full
C3TYS6BU5U,316.0,244.6,Settle
EOH7N9QXOK,109.24,109.24,Approve in Full
9KGEDMT142,250.0,0.0,Deny
4DEQU4JITD,60.0,60.0,Approve in Full
CWA7JAOVPW,1100.0,0.0,Deny
WJ24EZAR1X,58.57,58.57,Approve in Full
LA6BN7ZPF5,14.99,14.99,Approve in Full
TPVLVQZGP5,20.0,20.0,Approve in Full
XXHIKOB93I,108.46,0.0,Deny
RBW29T19OJ,500.0,0.0,Deny
E12G8GEHZX,200.0,100.0,Settle
MZ7JOI203E,109.9,0.0,Deny
R6I4C5JSZJ,188.77,188.77,Approve in Full
7KVROTL8JE,220.0,220.0,Approve in Full
VTRI674WO2,289.94,0.0,Deny
UMEB7NB1CX,432.79,0.0,Deny
97B7LA5YGK,157.85,0.0,Deny
GZW6YER0I0,165.0,0.0,Deny
ULPY8YMKPT,538.98,0.0,Deny
L5S4YCSZJS,59.95,0.0,Deny
AQ5B0HYBEI,27.45,27.45,Approve in Full
M19XNIWX0N,286.3,50.0,Settle
E156IQO4ZC,63.0,63.0,Approve in Full
PTME6VYBCL,93.53,0.0,Deny
8NEDTVKNY6,80.99,0.0,Deny
UMREMPVPQO,18.0,9.0,Settle
WKQD2QPZNY,1390.89,0.0,Deny
32O239XJUW,600.0,145.0,Settle
Z3D6OWTZA9,89.0,0.0,Deny
KYZVQQ1SQT,196.41,196.41,Approve in Full
DSZ5CGUMWC,4.0,0.0,Deny
3ZM1UCYWG4,2500.0,0.0,Deny
DGWKS5Z1AD,598.0,0.0,Deny
1WBPVRB5JT,200.0,100.0,Settle
0N4OMJ8VEB,258.0,0.0,Deny
F47MS6UICH,5620.0,0.0,Deny
V5JSJKQI5T,95.0,47.5,Settle
PNDW738QTL,10.0,0.0,Deny
1AKYHN6XB9,81.32,50.0,Settle
1J5MT5PT7Z,64.45,64.45,Approve in Full
QE6KVQNM2E,800.0,0.0,Deny
XRTCT0PL2E,81.09,0.0,Deny
MFO2K5PB6P,238.58,89.96,Settle
6O8JXB4894,99.99,50.0,Settle
IRYNVK2PF1,1275.0,0.0,Deny
LY8G9MY6U6,213.95,106.97,Settle
7X4ID2993R,108.04,0.0,Deny
UC2QLB9LP6,2760.0,0.0,Deny
ZU99GIPAA6,975.0,975.0,Deny
QK8OPZIK6M,355.15,0.0,Deny
XDTLKEAL1Z,65.97,32.99,Settle
X4AWO8G0SG,100.57,25.14,Settle
XZJDMORHQ6,17.99,0.0,Deny
9XJSPBE39Y,95.0,0.0,Deny
5GGIRKL863,59.18,0.0,Deny
K063755XYV,3649.75,0.0,Deny
DUCLRKFNF0,10.0,10.0,Approve in Full
0TOOT0WCI8,99.0,0.0,Deny
IKXVKHG5C9,25.0,25.0,Approve in Full
40SQ5Y6JV1,200.0,0.0,Deny
0IX24GSWRK,29.99,15.0,Settle
S33O3F33EA,794.92,0.0,Deny
X76OJPSCOA,700.0,0.0,Deny
7YS9CV8KEY,200.0,100.0,Settle
EDIUGY6475,43.98,43.98,Approve in Full
CG5S4DEKRP,125.0,0.0,Deny
SDQR7C45CW,37.12,37.12,Approve in Full
D9GLU6UUO3,420.0,170.21,Settle
QPT4DA948J,618.87,500.0,Settle
K2TKHGJZPG,150.0,0.0,Deny
LDPICRJNCF,280.78,0.0,Deny
7STIANTU6F,59.0,59.0,Approve in Full
JV1CJYWV3E,35.0,35.0,Approve in Full
6IZO27J8MH,137.7,137.7,Approve in Full
FMT38DCTHN,100.0,0.0,Deny
92J70ARJY0,100.0,0.0,Deny
0DZXQFAYEA,870.0,0.0,Deny
U6JUCUNP8I,446.5,104.37,Settle
9RADUSKQV6,1782.67,0.0,Deny
G31PJHGTIN,153.97,0.0,Deny
P5NSI41WNL,350.0,0.0,Deny
6ZZ90VJYH9,684.0,0.0,Deny
A3UVFLYR86,110.0,0.0,Deny
VBETQS91UN,7800.0,0.0,Deny
T3OF8UOP7M,317.0,96.51,Settle
WAQR19VGP1,837.77,334.75,Settle
652GNN1I7Z,129.99,0.0,Deny
5FWCWZAWYM,33.87,33.87,Approve in Full
1SNBQQER1R,30.0,0.0,Deny
9BT00A6IB3,125.0,0.0,Deny
704KWS6M7V,326.5,0.0,Deny
XEWQNZ0G0G,25.0,25.0,Approve in Full
W40LSQGMUM,10.0,10.0,Approve in Full
ONY8VI77JX,65.0,65.0,Approve in Full
38BOWYXZGM,20.0,20.0,Approve in Full
IYTZ6N4NSL,700.0,280.18,Settle
HLQWLQSIEP,139.07,0.0,Deny
VWBQJDEMCI,92.0,92.0,Approve in Full
UYQD4Y430Q,178.0,178.0,Approve in Full
5AVBS7VFAY,20.0,20.0,Approve in Full
Y4O5Q2D6KA,35.0,35.0,Approve in Full
JLA9PKIM19,250.0,0.0,Deny
CQHAAPOAQR,25.0,12.5,Settle
CMT252HPUE,167.0,0.0,Deny
9KA6QSX2DL,250.0,250.0,Approve in Full
EP5XDQHJP3,30.0,30.0,Approve in Full
34AUDFPBR1,240.0,120.0,Settle
E9CG2BGQY7,259.0,0.0,Deny
JO2SAC2OHE,266.0,0.0,Deny
U0PABZ8CBI,175.11,175.11,Approve in Full
EW45L3EF45,1012.91,0.0,Deny
GQZH2IN2ZU,4000.0,0.0,Deny
DX1BE5OU70,21.35,21.35,Approve in Full
VP6X7ZR495,200.0,200.0,Approve in Full
4NXS9HQB8P,50.0,25.0,Settle
05M8OMGD81,725.0,50.0,Settle
8XL5C1WG46,4.0,4.0,Approve in Full
N5QAXYZLEP,200.0,0.0,Deny
1OE9HDOCBH,200.0,50.0,Settle
5CPIIN94G9,225.0,225.0,Approve in Full
EY4RWHFTKO,1658.99,0.0,Deny
C1OX4VIEWT,494.0,0.0,Deny
XDSS5U32PZ,50.17,0.0,Deny
82BWFP47P6,13.0,0.0,Deny
MXIU6MN0O7,417.38,208.69,Settle
E9POPJ1G8B,10.41,0.0,Deny
B13O2Y5SAF,398.0,189.05,Settle
GSP1PLH5PT,1090.0,0.0,Deny
WAX384V49V,59.99,59.99,Approve in Full
CTFU70J4TY,31.55,31.55,Approve in Full
MIZLFI8C7U,150.0,0.0,Deny
SDWTMD6VWX,200.0,0.0,Deny
J1E1IWHYIQ,304.0,288.8,Settle
XX72DMBRB9,180.1,0.0,Deny
XMJW9AI85R,20.0,0.0,Deny
AAYEIXBOEQ,129.0,0.0,Deny
IZARVPAXJM,100.0,50.0,Settle
4783PRP94O,1800.0,0.0,Deny
D2XGD6199Y,10.95,0.0,Deny
VK805E4X8F,20.0,0.0,Deny
R013GFBZXA,454.72,0.0,Deny
76ZBK1LKO3,35.0,0.0,Deny
LHTGEDNK7X,80.0,80.0,Approve in Full
R9XDBOJUXY,44.3,44.3,Approve in Full
OZGHKGTEDO,1261.0,0.0,Deny
9KZUJDG3QR,380.0,0.0,Deny
RP0X0QJE2P,2500.0,0.0,Deny
ZO7DPJVSJC,60.0,30.0,Settle
2GHYJ2GBB6,1380.0,0.0,Deny
CYFLD4KJ0K,150.0,150.0,Approve in Full
O61O1U10YH,7.0,7.0,Approve in Full
F8UFAZ3Y2N,30.0,30.0,Approve in Full
016LRFOZOL,323.98,148.95,Settle
FWP2TFCLT8,59.56,0.0,Deny
01CFQ052RN,544.93,544.93,Approve in Full
J4Q0YVZWDP,125.0,125.0,Approve in Full
DJAKB0AS7E,350.0,0.0,Deny
9IM9K3ULR3,2500.0,0.0,Deny
CI3YHSHGOP,2000.0,0.0,Deny
0Y1R8TVYDR,1528.98,0.0,Deny
HWMADVRM49,79.0,0.0,Deny
7UE80G0IRX,192.59,0.0,Deny
OJ70FMQKOM,604.94,0.0,Deny
IUKX269WYN,74.99,0.0,Deny
EY6DFP9LYH,1313.07,624.15,Settle
EVVM891KD8,3085.0,0.0,Deny
A6S1STKWTN,400.0,400.0,Approve in Full
ENUE9VQJ52,100.0,50.0,Settle
8AWBXF1YHN,250.0,125.0,Settle
NSM9U6U7LN,77.84,50.0,Settle
E5TJWN7AL2,256.05,0.0,Deny
GHTB2O9LCS,3000.0,0.0,Deny
0F3TRVTAW5,59.0,59.0,Approve in Full
O4FV3S7N79,286.0,143.0,Settle
1LQ2BXF4YL,200.0,0.0,Deny
XCKUWFAQZL,20.0,20.0,Approve in Full
NPZ28A7RAR,15.0,0.0,Deny
EM8KTXK9L8,130.0,0.0,Deny
TGRKFM6DDM,1622.67,0.0,Deny
K1D6CV8MQD,331.0,94.53,Settle
12QW8IJM3T,189.44,0.0,Deny
C8280WHNV4,330.0,0.0,Deny
QR2P9QUHXF,400.0,249.0,Settle
B2X10XPGQ5,150.0,150.0,Approve in Full
LNGBQ1D3YI,1984.46,0.0,Deny
Y49YH9171X,91.09,91.09,Approve in Full
TZFT50XOZ5,74.15,0.0,Deny
SQQ8MKIBBS,297.13,297.13,Deny
6CLEY55T95,750.0,0.0,Deny
LWAX3FMOFI,500.0,0.0,Deny
8HHBE18OHK,68.51,68.51,Approve in Full
ZAOCOXWWVR,100.0,100.0,Approve in Full
KRQCA7PKOR,94.99,0.0,Deny
OWWS4WGUCA,167.99,167.99,Approve in Full
7PVGASC6F5,229.99,93.75,Settle
2YR3WAHXBI,79.31,0.0,Deny
86JG0U4Q03,200.0,0.0,Deny
TPFDYSO6XH,149.09,0.0,Deny
VE97BJECIH,75.0,0.0,Deny
IXH7G9PX1A,230.0,0.0,Deny
489X0Q3LM6,428.92,428.92,Approve in Full
428AH9570T,25.0,12.5,Settle
A123V9SJ64,56.0,0.0,Deny
4BVAUCHVRB,142.5,71.25,Settle
VRYSVCOGSH,25.0,25.0,Approve in Full
VD8ANB39WI,25.0,12.5,Settle
89WHSZARNG,25.0,0.0,Deny
6A5MJD7UH0,50.0,30.0,Settle
D32NHICPUP,15.0,15.0,Approve in Full
XS1S94TDM5,32.25,0.0,Deny
QJMYX7WRYN,1037.81,0.0,Deny
3CJ253HC7P,134.0,0.0,Deny
RCJDEBQO9J,179.95,106.25,Settle
PCIOWHPZ95,423.99,0.0,Deny
76SBYRI19N,200.0,0.0,Deny
MQRZZZ0GH2,500.0,0.0,Deny
GOCVYD02PP,40.0,0.0,Deny
VT6JCRQPMM,140.0,0.0,Deny
YUJCV6T9G9,21.0,0.0,Deny
VNHMGOCVGN,173.0,0.0,Deny
BYS1JY9ER6,150.0,20.0,Settle
BAEMR71L0Z,230.0,0.0,Deny
IXU2FQ8NV5,60.0,60.0,Approve in Full
4SRBWD0EQR,75.0,75.0,Approve in Full
KTE4C4QQL3,250.0,42.0,Settle
GKOEFQDKXO,1185.0,1185.0,Approve in Full
Z6EFZTSQNM,200.0,0.0,Deny
2SYRJ5FHID,120.95,0.0,Deny
SRU05P0I6Q,25.0,0.0,Deny
QR3K7QHUVA,238.11,0.0,Deny
A6ZD2ZNUCE,16.99,16.99,Approve in Full
R7H1GM88TL,1500.0,0.0,Deny
M06OQTEW0E,430.07,0.0,Deny
KNIW1I9ASU,60.56,0.0,Deny
REKDE2GJOQ,200.0,100.0,Settle
SYDTWZCRSI,68.0,34.0,Settle
HKC25KBJ0V,1272.0,0.0,Deny
H08AA6HJ2Q,32.99,0.0,Deny
96TXFDX8HP,816.29,0.0,Deny
4EMW6AN9AJ,215.0,0.0,Deny
92PNSDKR4U,25.0,0.0,Deny
8ARD4ECXUN,230.0,0.0,Deny
J3BH6UYRHG,7.41,7.41,Approve in Full
3GKX8UAXOA,114.0,57.0,Settle
ATXSIHQK9Z,600.0,0.0,Deny
9GDD0H6FI2,1500.0,0.0,Deny
QZX75VTWA4,245.31,245.31,Approve in Full
IHF9OP8193,26.24,26.24,Approve in Full
KBTIJDE20A,200.0,0.0,Deny
X5PIHRTAUO,665.0,315.0,Settle
DQ1SAX1NN2,7.44,0.0,Deny
E68NHLC5LG,124.95,124.95,Approve in Full
DEENUZPIZP,142.71,0.0,Deny
9PYMGBTSOS,119.0,119.0,Approve in Full
5WVGA64WIP,118.74,0.0,Deny
BB9KJ2232P,912.0,0.0,Deny
9R1VSXNFO3,8.99,8.99,Approve in Full
3ZK75R4600,1200.0,823.55,Settle
QKN8JCZ21V,1788.23,793.18,Settle
5OI75NYHWP,364.7,0.0,Deny
ACS5SW7E30,84.92,84.92,Deny
T2SQ6RII3E,82.0,82.0,Approve in Full
FAMK1OKUPR,94.25,0.0,Deny
XMZGBIESFH,30.0,0.0,Deny
EAAQX10M31,70.0,0.0,Deny
NHJTH9KN3M,160.91,160.91,Approve in Full
UHA0Y3AGI9,7725.0,7725.0,Approve in Full
ZPBWI24FDY,670.6,0.0,Deny
2T00UP40JY,38.0,38.0,Approve in Full
2AXYW59DJM,102.59,0.0,Deny
IL1EKSHT76,58.69,29.34,Settle
IBWB2HIGYC,105.83,0.0,Deny
49A5B014H4,430.0,430.0,Approve in Full
G1XMICQU2Z,470.0,235.0,Settle
0NTVIKZZO9,324.68,0.0,Deny
FNLAQE22P6,127.2,60.0,Settle
5BHBVLNW58,250.0,0.0,Deny
YMI188OLWD,80.0,0.0,Deny
F1LXBE88N1,40.67,0.0,Deny
0RHF5A6A0S,1099.0,0.0,Deny
59ZGCPP4MQ,267.58,267.58,Approve in Full
8XG10PABF0,129.25,129.25,Approve in Full
8WRNS7GQ3V,650.0,0.0,Deny
LYO5UW77KW,400.0,0.0,Deny
O56JNZ0QJ6,64.0,0.0,Deny
3VBOA25HOS,10.1,10.1,Approve in Full
6THTF2L4TA,1200.0,0.0,Deny
55WRI42DAP,107.59,50.0,Settle
8D40VE7J3W,50.0,50.0,Approve in Full
ICXJ3YIBZQ,78.0,78.0,Approve in Full
WUSG07HUVS,20.0,0.0,Deny
N6VDWMW56D,507.0,0.0,Deny
1DU756SLQ9,110.0,0.0,Deny
I78T22OOF8,180.0,50.0,Settle
LQSW1JTLG2,68.22,0.0,Deny
RUICN6FQZR,238.0,119.0,Settle
BM35QGKNAX,250.0,0.0,Deny
VPL9OF4YEU,60.0,0.0,Deny
YKOR5J1UPF,400.0,0.0,Deny
6QILQV5CIU,109.24,109.24,Approve in Full
YFGGLQTCDC,470.0,470.0,Approve in Full
BKF2NOJMHR,299.0,0.0,Deny
OA34PEFU0V,105.93,0.0,Deny
FG8FOF9CQ5,437.77,218.89,Settle
F3BJSVDACP,3000.0,683.6,Settle
85UXH83NJF,80.0,80.0,Approve in Full
TPU7GUFIDI,10.8,10.8,Approve in Full
PHY6B8YR95,1132.18,925.06,Settle
SIPL2R0LGE,130.0,0.0,Deny
8XLN3JS9TQ,119.39,0.0,Deny
JVCAURVPX0,130.0,0.0,Deny
D9HVI8O1ZZ,707.48,0.0,Deny
UCSV5YC95F,134.4,134.0,Approve in Full
NFQH5CWBC0,78.64,39.37,Settle
RPZUAI2P5Q,55.0,55.0,Approve in Full
SO0I9K8VS1,190.25,190.25,Approve in Full
ULOBOSE459,31.8,0.0,Deny
B9PLNJZXT6,700.0,0.0,Deny
U9G82NAVHM,59.0,30.0,Settle
DO5IWQ0V0Z,363.64,0.0,Deny
6ZFLVVWSM6,1645.0,0.0,Deny
NMV8P7HK2D,175.0,0.0,Deny
84RPVVT01D,215.0,174.0,Settle
55U8RE3ZWY,169.99,0.0,Deny
3GFGXJJRY0,45.0,45.0,Approve in Full
PG59AJO8K4,138.0,69.0,Settle
3EM3LLBM15,1600.0,0.0,Deny
8EMVG0XHT8,499.0,250.0,Settle
9UF1979MGW,27.63,27.63,Approve in Full
QLLTENLMPO,35.96,0.0,Deny
1PY6JKRB4R,16.95,16.95,Approve in Full
6QG5D2DT4W,192.6,0.0,Deny
CYARRIJ65E,3210.94,0.0,Deny
JM9DLYJ9O6,874.0,0.0,Deny
TU8WWKVDHJ,1707.87,0.0,Deny
CHQOEO4C5S,750.0,0.0,Deny
RKJ0KXM24G,53.0,0.0,Deny
B5ERPLFB6K,250.0,0.0,Deny
UDGR47HTF2,14.99,14.99,Approve in Full
HUASN4Y9DB,45.0,0.0,Deny
9ZJF127OY9,357.98,0.0,Deny
T3FTI8LJBC,158.69,79.35,Settle
3TRI74WUN3,53.85,53.85,Approve in Full
MFT3DQHRBL,57.6,57.6,Approve in Full
PHZM9W5T8W,16.0,16.0,Approve in Full
2GIP3WVCWR,1399.99,0.0,Deny
YW9XMXT61B,90.0,90.0,Approve in Full
FFUL7EP2OT,625.49,0.0,Deny
5CBL3NNXKW,5.35,5.35,Approve in Full
PF8M173Q97,1200.0,0.0,Deny
EL5G7BC0B4,208.98,0.0,Deny
J8ZBSMJ7JY,450.0,225.0,Settle
WQQ3Z9UDCP,85.0,42.5,Settle
XVX43H92V0,735.63,0.0,Deny
WJJ14JO2JX,955.0,0.0,Deny
1QESSCFLVZ,35.0,35.0,Approve in Full
W9I2FCE1A1,350.0,0.0,Deny
EDV33ICAU7,95.0,25.0,Settle
XH0DS6NZWI,380.0,0.0,Deny
BO8IW24RAZ,44.88,44.88,Approve in Full
5PGCVNPYF0,129.0,50.0,Settle
TA6S0O3NMS,216.75,0.0,Deny
3N0GVRMG41,10.5,10.5,Approve in Full
12JWZTVOR9,755.0,0.0,Deny
O60FOV72B7,535.1,267.55,Settle
O4Y1ND98G0,50.0,0.0,Deny
S96L6W3CBG,120.14,120.14,Approve in Full
3SYSRFD1B2,37.84,37.84,Approve in Full
07B2MO9M1A,2104.39,2104.39,Approve in Full
RZMQS09FB2,100.0,0.0,Deny
WS3YZ4V6UD,113.93,56.96,Settle
FGQ6DSKBG3,1200.0,0.0,Deny
50LGT3MGE4,1129.0,1129.0,Approve in Full
WCZ682PNOH,70.0,70.0,Approve in Full
Q2OWI2XLZI,230.63,0.0,Deny
EXNS7G47BL,260.0,130.0,Settle
321YJOTS0E,1086.0,936.0,Settle
DCKAY2TV6E,25.0,0.0,Deny
2P8FMT5M0U,50.0,0.0,Deny
VA66L2LVLC,25.28,25.28,Approve in Full
9WBCL93ABB,780.0,0.0,Deny
5Z0Z4DD0ND,300.0,0.0,Deny
09DXE4TWMS,4000.0,0.0,Deny
0JCIMYMGRY,80.0,40.0,Settle
8ANOHVCN8E,434.0,434.0,Approve in Full
340F5KHFTQ,400.0,0.0,Deny
QOVO818QRX,185.0,0.0,Deny
KAYN0D2RR1,407.35,204.0,Settle
JWKHAW5TFD,216.16,0.0,Deny
6O287H5M3Y,560.0,560.0,Approve in Full
APRT55JTQT,1300.0,0.0,Deny
M4NK4BWGGS,200.0,0.0,Deny
WHXFDK4EAD,20.0,20.0,Approve in Full
RWPPEAY67D,270.0,220.0,Approve in Full
FPIFS8QIJ6,140.0,117.12,Settle
X314XMRQMX,95.0,95.0,Approve in Full
XSLN06HJ57,100.0,50.0,Settle
6C04HXDTY7,2000.0,0.0,Deny
TOQ9BD5XXG,433.92,216.96,Settle
WDESXN642R,46.99,46.99,Approve in Full
9L2BZE9U47,570.0,570.0,Deny
8YUWKS802Q,32.67,32.67,Approve in Full
5D69YB1DW2,1500.0,0.0,Deny
ORGCR9PQET,100.0,0.0,Deny
HF9GOA6A9T,214.76,0.0,Deny
JD0XL46J07,1996.21,0.0,Deny
5S1RFO6H0F,2582.0,0.0,Deny
KUMJ31SYF0,250.0,125.0,Settle
N9CVQ1MVB3,8.63,8.63,Approve in Full
3VQHSGFVYK,93.0,0.0,Deny
P6YK8DIMUO,58.3,58.3,Approve in Full
TRWMP1FA53,904.19,431.3,Settle
RFH4M3UAEZ,82.0,0.0,Deny
812BL54XW7,323.21,161.61,Settle
GVLZ34Q0FR,42.38,0.0,Deny
ZVLK3Q3V4Q,7.0,0.0,Deny
T1TI4RXMS5,425.0,0.0,Deny
JDQNGHCCX6,98.24,0.0,Deny
I498P2A69G,75.0,0.0,Deny
U3T1X6GT62,200.0,200.0,Approve in Full
P7BUFZT93A,30.0,0.0,Deny
8LAQQQB59L,75.0,0.0,Deny
P9NV9K4HWE,80.0,0.0,Deny
H4GG8EOSQ3,9.9,9.9,Approve in Full
9CCH8ZOG3S,95.74,95.74,Approve in Full
NMGWJ0IJSS,89.16,89.16,Approve in Full
9PUBRF23FL,790.0,0.0,Deny
QEKC9NTLXD,300.0,0.0,Deny
ICJSRRRSL4,400.0,0.0,Deny
URZO2EAOJG,300.0,300.0,Approve in Full
UBBN96CU03,1480.0,0.0,Deny
O0K556LIV0,300.0,300.0,Approve in Full
1ICMQCWAEJ,97.99,97.99,Approve in Full
5N0LF5ZJEV,90.0,0.0,Deny
FBTZ6QWK0V,693.0,0.0,Deny
8AWO9L1GA5,107.0,0.0,Deny
QOG6MDAYGB,900.0,0.0,Deny
EKNPV690WK,119.15,83.41,Settle
WY420HF8QB,4500.0,0.0,Deny
05GHCUKHB8,95.0,47.5,Settle
QETOFYIBMW,4.81,0.0,Deny
M11B9MVYHT,327.0,0.0,Deny
OHQXMZJYDI,42.19,42.19,Approve in Full
4N926L6USN,240.0,0.0,Deny
SVQ9BYW6XE,10.0,10.0,Approve in Full
VSXYN6OM32,125.0,0.0,Deny
OFRIMKBCKR,973.0,486.5,Settle
7A5UK01I4B,1500.0,0.0,Deny
MEF7H140GK,25.0,25.0,Approve in Full
YGM4VQ2FXM,80.0,50.0,Settle
RPQ3LKSZXC,522.55,0.0,Deny
OM9XJCFMG4,139.9,0.0,Deny
YUDXT22Z2F,292.98,142.78,Settle
3TOP5AMOF5,34.18,0.0,Deny
F54O1VPZ4X,1933.14,962.15,Settle
DNEZHENME0,500.0,0.0,Deny
6Y0ONQH222,75.68,0.0,Deny
7OGLY3QCP1,180.37,0.0,Deny
ECOHH1U8Q4,20.0,0.0,Deny
SJ8HM4FPWD,750.89,0.0,Deny
0ZP7XTVCFM,35.0,0.0,Deny
AA5XJ3E5AJ,1800.0,0.0,Deny
6TW67L8D8J,97.49,48.75,Settle
MO842HUEQ0,9.68,9.68,Approve in Full
2CCJLEI800,150.0,0.0,Deny
EHD5PYY74A,238.27,0.0,Deny
ITA6QZXIU9,317.95,0.0,Deny
UX4YPEWIH6,6.99,6.99,Approve in Full
6DFYKBSIS0,1950.85,0.0,Deny
VBEM3HPVT9,20.06,20.06,Approve in Full
RHD3P5TRVK,538.0,0.0,Deny
AF0ETBMUNV,48.0,144.77,Settle
85W0IID43G,195.0,0.0,Deny
O5V3BYGAPP,95.0,0.0,Deny
I721L1BW33,8.0,0.0,Deny
JJU332F9UW,35.0,35.0,Approve in Full
TU2WQZ5UUX,45.0,45.0,Approve in Full
CWAMKDI52Y,180.0,180.0,Approve in Full
K0TPJ1Q0W6,37.93,37.93,Approve in Full
LQMPWSQRML,183.73,166.22,Settle
6FW2T3YBFN,148.39,50.0,Settle
DSILIU4EV9,6000.0,0.0,Deny
Z8JO4HFMRU,91.19,91.19,Approve in Full
3AF8W4R2QI,157.48,0.0,Deny
OP41N6EJBJ,442.0,0.0,Deny
1FKZHE93OM,162.92,81.46,Settle
3LZWGBO3R8,24.0,24.0,Approve in Full
R4ECADL7FB,6200.0,0.0,Deny
DGA58NFCV2,88.0,0.0,Deny
9AVA0VUCCI,680.0,0.0,Deny
CS33TH8B0S,492.65,0.0,Deny
QXDXJINOU0,554.65,0.0,Deny
85HI55NJQ5,536.24,175.0,Settle
J7FL2D08J1,2745.0,0.0,Deny
BP0H58PPLV,89.99,89.99,Approve in Full
D5BOQUISTU,50.0,50.0,Approve in Full
HKWVZ00G9P,1404.59,0.0,Deny
G17AW3CG0M,920.0,0.0,Deny
F8VLRNXOTA,1822.63,0.0,Deny
PLX76Y0DDZ,5.84,5.84,Approve in Full
VOFO5LV1ZE,175.0,0.0,Deny
7C4QJWB15Z,921.5,0.0,Deny
3HN8ZJOKQ5,300.0,300.0,Approve in Full
2QGSWNXM51,180.0,0.0,Deny
79LT6R7WI8,850.0,0.0,Deny
EP1Y6V8GA1,325.0,178.75,Settle
NM522FH3IL,2204.0,0.0,Deny
P26BRAP2VT,8.11,0.0,Deny
PXLI68HNQK,200.0,0.0,Deny
TLJZ8T40I0,150.0,0.0,Deny
KK8XD656TJ,34.0,34.0,Approve in Full
HTF70RGBJA,80.0,80.0,Approve in Full
BNRZVKCDE1,50.0,25.0,Settle
3WT4DRWKBP,100.0,0.0,Deny
7AHKR34EKE,336.73,336.73,Approve in Full
LJVYGZH696,40.0,40.0,Approve in Full
LB5I7KA51D,32.09,32.09,Approve in Full
20NUB2U6G4,903.99,0.0,Deny
7NNUSHAELL,299.0,0.0,Deny
SH1X14BQ99,139.05,0.0,Deny
KX57X3S5WP,443.0,0.0,Deny
8GVP2OW4LR,12000.0,0.0,Deny
9N9DFZA3UN,25.0,25.0,Approve in Full
K4MEWHL5XG,599.0,0.0,Deny
Q5PWSOQS62,1763.34,0.0,Deny
